accuracy,balanced_accuracy,precision,recall,f1,file,encode,model
0.868421052631579,0.6510416666666666,0.6666666666666666,0.3333333333333333,0.4444444444444444,o_n_-_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_x_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_v_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_v_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_x_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_-_t.npy,True,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,i_n_-_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_v_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_v_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_v_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_-_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_x_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_-_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_x_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_-_p.npy,True,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,i_n_v_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_x_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_v_t.npy,True,logistic
0.7631578947368421,0.5885416666666666,0.2857142857142857,0.3333333333333333,0.30769230769230765,i_c_v_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_x_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_v_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_v_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_v_s.npy,True,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,o_c_v_-.npy,True,logistic
0.8421052631578947,0.6354166666666666,0.5,0.3333333333333333,0.4,o_n_x_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_x_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_v_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_x_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_-_t.npy,True,logistic
0.7894736842105263,0.671875,0.375,0.5,0.42857142857142855,i_n_x_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_v_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_x_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_x_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_-_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_x_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_-_s.npy,True,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,o_c_x_-.npy,True,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,i_c_x_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_-_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_v_p.npy,True,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,i_c_-_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_c_-_t.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_n_x_s.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_-_s.npy,True,logistic
0.868421052631579,0.6510416666666666,0.6666666666666666,0.3333333333333333,0.4444444444444444,o_c_-_-.npy,True,logistic
0.868421052631579,0.6510416666666666,0.6666666666666666,0.3333333333333333,0.4444444444444444,o_n_v_-.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,o_n_-_p.npy,True,logistic
0.8421052631578947,0.5,0.0,0.0,0.0,i_c_-_t.npy,True,logistic
0.8947368421052632,0.6666666666666666,1.0,0.3333333333333333,0.5,o_n_-_-.npy,False,logistic
0.5526315789473685,0.53125,0.17647058823529413,0.5,0.2608695652173913,o_n_x_t.npy,False,logistic
0.5263157894736842,0.515625,0.16666666666666666,0.5,0.25,o_c_v_t.npy,False,logistic
0.5789473684210527,0.47916666666666663,0.14285714285714285,0.3333333333333333,0.2,i_c_v_t.npy,False,logistic
0.3684210526315789,0.35416666666666663,0.09090909090909091,0.3333333333333333,0.14285714285714288,o_n_x_p.npy,False,logistic
0.631578947368421,0.4427083333333333,0.1,0.16666666666666666,0.125,o_n_-_t.npy,False,logistic
0.8157894736842105,0.6197916666666666,0.4,0.3333333333333333,0.3636363636363636,i_n_-_-.npy,False,logistic
0.631578947368421,0.578125,0.21428571428571427,0.5,0.3,i_n_v_t.npy,False,logistic
